nome,local,pasta,tamanho,extensao
Atividade 7 - Técnica ou Jargão.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades/Atividade 7 - Técnica ou Jargão.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades,8960,.docx
GUIA_DA_EQUIPE-06.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_06/GUIA_DA_EQUIPE-06.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_06,8954,.docx
12560106692adea25285e27cb386041734112574efcf593c9be93bc985ce1da0.json,graphify-out/cache/ast/v0.9.47-s2/12560106692adea25285e27cb386041734112574efcf593c9be93bc985ce1da0.json,graphify-out/cache/ast/v0.9.47-s2,8886,.json
aulas-pendentes.json,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/aulas-pendentes.json,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO,8881,.json
NOTAS-PRATICA-FINAL.js,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/NOTAS-PRATICA-FINAL.js,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS,8881,.js
PROVA_PRATICA_UC1_TIC_ORIGINAL_1c82cdc8.md,graphify-out/converted/PROVA_PRATICA_UC1_TIC_ORIGINAL_1c82cdc8.md,graphify-out/converted,8779,.md
PROVA_PRATICA_UC1_TIC_ORIGINAL_bf4c3e1e.md,graphify-out/converted/PROVA_PRATICA_UC1_TIC_ORIGINAL_bf4c3e1e.md,graphify-out/converted,8779,.md
PROVA_PRATICA_UC1_TIC_ORIGINAL_de17f5e7.md,graphify-out/converted/PROVA_PRATICA_UC1_TIC_ORIGINAL_de17f5e7.md,graphify-out/converted,8779,.md
GUIA_DA_EQUIPE.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_08/GUIA_DA_EQUIPE.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_08,8723,.docx
vite.svg,sistema/PENDENCIAS-PROFESSOR/src/assets/vite.svg,sistema/PENDENCIAS-PROFESSOR/src/assets,8709,.svg
GUIA_DA_EQUIPE_.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_03/GUIA_DA_EQUIPE_.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_03,8623,.docx
Lista2_20Exercicios_MatematicaRaciocinioLogico_694ddfce.md,graphify-out/converted/Lista2_20Exercicios_MatematicaRaciocinioLogico_694ddfce.md,graphify-out/converted,8544,.md
Lista2_20Exercicios_MatematicaRaciocinioLogico_694ddfce.md,sistema/graphify-out/converted/Lista2_20Exercicios_MatematicaRaciocinioLogico_694ddfce.md,sistema/graphify-out/converted,8544,.md
Lista2_20Exercicios_MatematicaRaciocinioLogico_807c61c5.md,sistema/graphify-out/converted/Lista2_20Exercicios_MatematicaRaciocinioLogico_807c61c5.md,sistema/graphify-out/converted,8544,.md
Lista2_20Exercicios_MatematicaRaciocinioLogico_b6682261.md,sistema/graphify-out/converted/Lista2_20Exercicios_MatematicaRaciocinioLogico_b6682261.md,sistema/graphify-out/converted,8544,.md
api.js,E-MAIL-SENAI/assets/js/api.js,E-MAIL-SENAI/assets/js,8515,.js
0790936cfb59ad43a7f190143edc14cd97fa187767ec63085fd5fc25a77ed98c.json,graphify-out/cache/ast/v0.9.47-s2/0790936cfb59ad43a7f190143edc14cd97fa187767ec63085fd5fc25a77ed98c.json,graphify-out/cache/ast/v0.9.47-s2,8476,.json
Atividade 2 - Investigação Cibernética.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades/Atividade 2 - Investigação Cibernética.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades,8467,.docx
42db97e8cd8951db9caca0bd30c720afe763b18357e341fbe0c34d9602aeb33a.json,graphify-out/cache/ast/v0.9.47-s2/42db97e8cd8951db9caca0bd30c720afe763b18357e341fbe0c34d9602aeb33a.json,graphify-out/cache/ast/v0.9.47-s2,8431,.json
CLAUDE.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/CLAUDE.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS,8421,.md
221e44d4a55f510c625f628f35098e1a8f571ec9d1cd4255323bdf9b9ca38a7e.json,graphify-out/cache/ast/v0.9.47-s2/221e44d4a55f510c625f628f35098e1a8f571ec9d1cd4255323bdf9b9ca38a7e.json,graphify-out/cache/ast/v0.9.47-s2,8414,.json
gerador-emails.js,E-MAIL-SENAI/assets/js/gerador-emails.js,E-MAIL-SENAI/assets/js,8373,.js
FORM_AULA09_AVALIACAO_PRATICA.gs,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/SCRIPTS_GOOGLE_FORMS/FORM_AULA09_AVALIACAO_PRATICA.gs,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/SCRIPTS_GOOGLE_FORMS,8367,.gs
Atividade-Matematica-e-Raciocinio-Logico_fdc8672c.md,graphify-out/converted/Atividade-Matematica-e-Raciocinio-Logico_fdc8672c.md,graphify-out/converted,8358,.md
Atividade-Matematica-e-Raciocinio-Logico_36f08315.md,sistema/graphify-out/converted/Atividade-Matematica-e-Raciocinio-Logico_36f08315.md,sistema/graphify-out/converted,8358,.md
Atividade-Matematica-e-Raciocinio-Logico_c19610f0.md,sistema/graphify-out/converted/Atividade-Matematica-e-Raciocinio-Logico_c19610f0.md,sistema/graphify-out/converted,8358,.md
Atividade-Matematica-e-Raciocinio-Logico_fdc8672c.md,sistema/graphify-out/converted/Atividade-Matematica-e-Raciocinio-Logico_fdc8672c.md,sistema/graphify-out/converted,8358,.md
93c94ec18ca86b12ff8e44f935cbec42738e9325ddbb8c1b49a80f14551ec680.json,graphify-out/cache/ast/v0.9.47-s2/93c94ec18ca86b12ff8e44f935cbec42738e9325ddbb8c1b49a80f14551ec680.json,graphify-out/cache/ast/v0.9.47-s2,8336,.json
Atividade 8 - Controle de EPI_s.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades/Atividade 8 - Controle de EPI_s.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades,8282,.docx
GOOGLE-SHEETS-X-MICROSOFT-EXCEL-VERSAO-EDITORIAL.html,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/01-COMPARATIVOS/GOOGLE-SHEETS-X-MICROSOFT-EXCEL-VERSAO-EDITORIAL.html,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/01-COMPARATIVOS,8268,.html
criar-contas-purelymail.js,E-MAIL-SENAI/scripts/criar-contas-purelymail.js,E-MAIL-SENAI/scripts,8256,.js
2a562cc183735e164682f802d1d9e8a3f433451b79961c2c7ac28e37470a0c97.json,graphify-out/cache/ast/v0.9.47-s2/2a562cc183735e164682f802d1d9e8a3f433451b79961c2c7ac28e37470a0c97.json,graphify-out/cache/ast/v0.9.47-s2,8247,.json
GUIA_DA_EQUIPE.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_10/GUIA_DA_EQUIPE.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_10,8229,.docx
AvaliacaoComportamentoIntroducaoComunicacaoOralEscrita_48832718.md,graphify-out/converted/AvaliacaoComportamentoIntroducaoComunicacaoOralEscrita_48832718.md,graphify-out/converted,8219,.md
RECUPERACAO-COMUNICACAO_ORAL_ESCRITA_31436bd8.md,graphify-out/converted/RECUPERACAO-COMUNICACAO_ORAL_ESCRITA_31436bd8.md,graphify-out/converted,8179,.md
GOOGLE-SLIDES-X-MICROSOFT-POWERPOINT-VERSAO-EDITORIAL.html,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/01-COMPARATIVOS/GOOGLE-SLIDES-X-MICROSOFT-POWERPOINT-VERSAO-EDITORIAL.html,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/01-COMPARATIVOS,8119,.html
INVENTARIO_DA_EQUIPE.xlsx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_04/INVENTARIO_DA_EQUIPE.xlsx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/ENTREGAS-PROVA-PRATICA/EQUIPE_04,8097,.xlsx
Controle_Abate_Pamplona_2ddd9b53.md,graphify-out/converted/Controle_Abate_Pamplona_2ddd9b53.md,graphify-out/converted,8085,.md
Controle_Abate_Pamplona_85925876.md,graphify-out/converted/Controle_Abate_Pamplona_85925876.md,graphify-out/converted,8085,.md
Controle_Abate_Pamplona_ca6835e8.md,graphify-out/converted/Controle_Abate_Pamplona_ca6835e8.md,graphify-out/converted,8085,.md
Controle_Abate_Pamplona_2ddd9b53.md,sistema/graphify-out/converted/Controle_Abate_Pamplona_2ddd9b53.md,sistema/graphify-out/converted,8085,.md
gerar_texto_reforco_25_08_2026.py,docs/gerar_texto_reforco_25_08_2026.py,docs,8074,.py
Avaliacao_Prática_1_ TESI_a8155d99.md,graphify-out/converted/Avaliacao_Prática_1_ TESI_a8155d99.md,graphify-out/converted,7991,.md
Avaliacao_Prática_1_ TESI_d784ab79.md,graphify-out/converted/Avaliacao_Prática_1_ TESI_d784ab79.md,graphify-out/converted,7991,.md
ccdb0092525571a5133fb93ffdb51d756f6ba9de687955294aca2f66d7ef4865.json,graphify-out/cache/ast/v0.9.47-s2/ccdb0092525571a5133fb93ffdb51d756f6ba9de687955294aca2f66d7ef4865.json,graphify-out/cache/ast/v0.9.47-s2,7981,.json
a0498908966e8e01e0a17a6f02021547f53073eede52952657c54359d3896fd9.json,graphify-out/cache/ast/v0.9.47-s2/a0498908966e8e01e0a17a6f02021547f53073eede52952657c54359d3896fd9.json,graphify-out/cache/ast/v0.9.47-s2,7944,.json
PROMPT-INFOGRAFICO-EXEMPLO.md,sistema/GERADOR-INFOGRAFICOS/PROMPT-INFOGRAFICO-EXEMPLO.md,sistema/GERADOR-INFOGRAFICOS,7828,.md
Atividade 9 - Gráfico.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades/Atividade 9 - Gráfico.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades,7812,.docx
CLAUDE.md,cursos-online/CLAUDE.md,cursos-online,7677,.md
dashboard.html,E-MAIL-SENAI/dashboard.html,E-MAIL-SENAI,7666,.html
AtividadesMatematicaRaciocinioLogicoVersao2.0_2998145b.md,graphify-out/converted/AtividadesMatematicaRaciocinioLogicoVersao2.0_2998145b.md,graphify-out/converted,7625,.md
AtividadesMatematicaRaciocinioLogicoVersao2.0_25b94c22.md,sistema/graphify-out/converted/AtividadesMatematicaRaciocinioLogicoVersao2.0_25b94c22.md,sistema/graphify-out/converted,7625,.md
AtividadesMatematicaRaciocinioLogicoVersao2.0_2998145b.md,sistema/graphify-out/converted/AtividadesMatematicaRaciocinioLogicoVersao2.0_2998145b.md,sistema/graphify-out/converted,7625,.md
AtividadesMatematicaRaciocinioLogicoVersao2.0_99bde860.md,sistema/graphify-out/converted/AtividadesMatematicaRaciocinioLogicoVersao2.0_99bde860.md,sistema/graphify-out/converted,7625,.md
GABARITO-AVALIACAO-OBJETIVA.md,sistema/INTRODUCAO-TIC/AVALIACOES/GABARITO-AVALIACAO-OBJETIVA.md,sistema/INTRODUCAO-TIC/AVALIACOES,7620,.md
Atividade 6 - Gabarito.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades/Atividade 6 - Gabarito.docx,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/Introdução a TIC-VICTOR-ANATO/Atividades,7606,.docx
CLAUDE.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS/SUBSTITUICOES/CLAUDE.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS/SUBSTITUICOES,7527,.md
caf74ed1f1e41eeb3c55641cc55f78dda12cec624c2a673fb67f83a1225bbcfd.json,graphify-out/cache/ast/v0.9.47-s2/caf74ed1f1e41eeb3c55641cc55f78dda12cec624c2a673fb67f83a1225bbcfd.json,graphify-out/cache/ast/v0.9.47-s2,7525,.json
AULAS-ATE-01-09-2026.md,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/CEPLAS-VESPERTINO-2026-02/AULAS-ATE-01-09-2026.md,sistema/FICHA-PRODUTO-MAIS-TECH/INTRODUCAO_COMUNICACAO_ORAL_ESCRITA/CEPLAS-VESPERTINO-2026-02,7525,.md
PLANO-DE-AULAS.md,sistema/INTRODUCAO-TIC/PLANO-DE-AULAS.md,sistema/INTRODUCAO-TIC,7491,.md
DISTRIBUICAO_ALUNOS_POR_DESAFIO.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA/DISTRIBUICAO_ALUNOS_POR_DESAFIO.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA,7486,.md
e5f8961d39546fba34b81f61efbd3398131b17dc04d4a2a0503f438af27f3ffa.json,sistema/graphify-out/cache/ast/v0.8.36/e5f8961d39546fba34b81f61efbd3398131b17dc04d4a2a0503f438af27f3ffa.json,sistema/graphify-out/cache/ast/v0.8.36,7483,.json
gestao-logistica-e-materiais.md,GESTAO-E-MATERIAIS/gestao-logistica-e-materiais.md,GESTAO-E-MATERIAIS,7442,.md
PROVA_SIMPLES_UC1_TIC_EQUIPES_2H_0459c6e7.md,graphify-out/converted/PROVA_SIMPLES_UC1_TIC_EQUIPES_2H_0459c6e7.md,graphify-out/converted,7327,.md
PROVA_SIMPLES_UC1_TIC_EQUIPES_2H_49636925.md,graphify-out/converted/PROVA_SIMPLES_UC1_TIC_EQUIPES_2H_49636925.md,graphify-out/converted,7327,.md
PROVA_SIMPLES_UC1_TIC_EQUIPES_2H_df02a1b5.md,graphify-out/converted/PROVA_SIMPLES_UC1_TIC_EQUIPES_2H_df02a1b5.md,graphify-out/converted,7327,.md
83baf322fbe38f6aad3180d9cf81877d8f2de1baaa30846385ec6ebf7bd272cd.json,graphify-out/cache/ast/v0.9.47-s2/83baf322fbe38f6aad3180d9cf81877d8f2de1baaa30846385ec6ebf7bd272cd.json,graphify-out/cache/ast/v0.9.47-s2,7322,.json
Avaliação Prática - Google Workspace_320f0b26.md,graphify-out/converted/Avaliação Prática - Google Workspace_320f0b26.md,graphify-out/converted,7280,.md
Avaliação Prática - Google Workspace_4bd5da5b.md,graphify-out/converted/Avaliação Prática - Google Workspace_4bd5da5b.md,graphify-out/converted,7280,.md
Avaliação Prática - Google Workspace_52410a98.md,graphify-out/converted/Avaliação Prática - Google Workspace_52410a98.md,graphify-out/converted,7280,.md
FICHA PRODUTO MAISTECH ATUALIZADA_59fcd977.md,graphify-out/converted/FICHA PRODUTO MAISTECH ATUALIZADA_59fcd977.md,graphify-out/converted,7275,.md
FICHA PRODUTO MAISTECH ATUALIZADA_5cbc16da.md,graphify-out/converted/FICHA PRODUTO MAISTECH ATUALIZADA_5cbc16da.md,graphify-out/converted,7273,.md
FICHA PRODUTO MAISTECH ATUALIZADA_9710c567.md,graphify-out/converted/FICHA PRODUTO MAISTECH ATUALIZADA_9710c567.md,graphify-out/converted,7273,.md
FICHA PRODUTO MAISTECH ATUALIZADA_5cbc16da.md,sistema/graphify-out/converted/FICHA PRODUTO MAISTECH ATUALIZADA_5cbc16da.md,sistema/graphify-out/converted,7273,.md
FICHA PRODUTO MAISTECH ATUALIZADA_9710c567.md,sistema/graphify-out/converted/FICHA PRODUTO MAISTECH ATUALIZADA_9710c567.md,sistema/graphify-out/converted,7273,.md
CRITERIOS-CORRECAO-PRATICA.md,sistema/INTRODUCAO-TIC/AVALIACOES/CRITERIOS-CORRECAO-PRATICA.md,sistema/INTRODUCAO-TIC/AVALIACOES,7188,.md
pdf_generator.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes/pdf_generator.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes,7174,.py
criar_pdf_reportlab.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes/criar_pdf_reportlab.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes,7112,.py
gerar-emails-tela.js,E-MAIL-SENAI/assets/js/gerar-emails-tela.js,E-MAIL-SENAI/assets/js,7077,.js
PROVA_OBJETIVA_UC1_TIC_10eecaf3.md,graphify-out/converted/PROVA_OBJETIVA_UC1_TIC_10eecaf3.md,graphify-out/converted,7036,.md
BANCO_QUESTOES_INICIANDO_CHROMEBOOK.gift.txt,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026/BANCO_QUESTOES_INICIANDO_CHROMEBOOK.gift.txt,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026,7015,.txt
BANCO_QUESTOES_HISTORIA_COMPUTACAO.gift.txt,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026/BANCO_QUESTOES_HISTORIA_COMPUTACAO.gift.txt,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-01-03-08-2026,7010,.txt
3. Exame final [GABARITO]_UC Testes de Sistemas_58f87bd0.md,graphify-out/converted/3. Exame final [GABARITO]_UC Testes de Sistemas_58f87bd0.md,graphify-out/converted,6979,.md
3. Exame final [GABARITO]_UC Testes de Sistemas_b1480108.md,graphify-out/converted/3. Exame final [GABARITO]_UC Testes de Sistemas_b1480108.md,graphify-out/converted,6979,.md
ATIVIDADE-EPISODIO-01.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS/ATIVIDADE-EPISODIO-01.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_LINGUAGENS,6975,.md
2. Exame final [ALUNO]_UC Testes de Sistemas_be2e6d3f.md,graphify-out/converted/2. Exame final [ALUNO]_UC Testes de Sistemas_be2e6d3f.md,graphify-out/converted,6922,.md
2. Exame final [ALUNO]_UC Testes de Sistemas_daee98f1.md,graphify-out/converted/2. Exame final [ALUNO]_UC Testes de Sistemas_daee98f1.md,graphify-out/converted,6922,.md
ATIVIDADE-AULA-02.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/ATIVIDADES/ATIVIDADE-AULA-02.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/ATIVIDADES,6890,.md
PEI - Caio Matheus Junglos Cabral_8ef56f03.md,graphify-out/converted/PEI - Caio Matheus Junglos Cabral_8ef56f03.md,graphify-out/converted,6864,.md
PEI - Caio Matheus Junglos Cabral_b486ac3e.md,graphify-out/converted/PEI - Caio Matheus Junglos Cabral_b486ac3e.md,graphify-out/converted,6864,.md
PEI - Caio Matheus Junglos Cabral_d175014b.md,graphify-out/converted/PEI - Caio Matheus Junglos Cabral_d175014b.md,graphify-out/converted,6864,.md
ca23b9f92f7638a9c995a80f6ac98ac9cf1347236f5ca1a14acafde2a1303491.json,sistema/PENDENCIAS-PROFESSOR/graphify-out/cache/ast/v0.8.36/ca23b9f92f7638a9c995a80f6ac98ac9cf1347236f5ca1a14acafde2a1303491.json,sistema/PENDENCIAS-PROFESSOR/graphify-out/cache/ast/v0.8.36,6857,.json
ATIVIDADE-AULA-05.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/ATIVIDADES/ATIVIDADE-AULA-05.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/ATIVIDADES,6814,.md
005_restricao_acesso_emailsenai.sql,E-MAIL-SENAI/scripts/005_restricao_acesso_emailsenai.sql,E-MAIL-SENAI/scripts,6773,.sql
AULA-02.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-02.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,6762,.md
ATIVIDADE-EPISODIO-02_6606c522.md,graphify-out/converted/ATIVIDADE-EPISODIO-02_6606c522.md,graphify-out/converted,6746,.md
006_autocadastro_aluno.sql,E-MAIL-SENAI/scripts/006_autocadastro_aluno.sql,E-MAIL-SENAI/scripts,6728,.sql
package-lock.json,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO/package-lock.json,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO,6721,.json
67216ff74dbc6a2e4e3b09ada1bb8ede0d909cd220785a66c483ac8b87f462bc.json,graphify-out/cache/ast/v0.9.47-s2/67216ff74dbc6a2e4e3b09ada1bb8ede0d909cd220785a66c483ac8b87f462bc.json,graphify-out/cache/ast/v0.9.47-s2,6691,.json
converter_md_para_pdf.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes/converter_md_para_pdf.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes,6644,.py
generator_docx.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes/generator_docx.py,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes,6603,.py
18f60e12316680d011b94b690046ab16a50e7a4d19b2d06afee08ce069707bbb.json,sistema/graphify-out/cache/ast/v0.8.36/18f60e12316680d011b94b690046ab16a50e7a4d19b2d06afee08ce069707bbb.json,sistema/graphify-out/cache/ast/v0.8.36,6468,.json
3ecffddfe7063993c0b27b328abab4e288bde4ed39a4323376a4c80d2766a86d.json,sistema/graphify-out/cache/ast/v0.8.36/3ecffddfe7063993c0b27b328abab4e288bde4ed39a4323376a4c80d2766a86d.json,sistema/graphify-out/cache/ast/v0.8.36,6468,.json
76a1dd8f9f5c5f27758e4404f3a58635f06681c4db87f395e12c345ca42e8ca3.json,sistema/graphify-out/cache/ast/v0.8.36/76a1dd8f9f5c5f27758e4404f3a58635f06681c4db87f395e12c345ca42e8ca3.json,sistema/graphify-out/cache/ast/v0.8.36,6468,.json
4d64befda0a61deac7033ab51b3cd7d836b5226a726e4f7277de1748cc300352.json,sistema/graphify-out/cache/ast/v0.8.36/4d64befda0a61deac7033ab51b3cd7d836b5226a726e4f7277de1748cc300352.json,sistema/graphify-out/cache/ast/v0.8.36,6462,.json
95f93d5d8806ff9eaf5313c0cd15be1ef0bfc7925b5242a5afd1f69ea3c8f799.json,sistema/graphify-out/cache/ast/v0.8.36/95f93d5d8806ff9eaf5313c0cd15be1ef0bfc7925b5242a5afd1f69ea3c8f799.json,sistema/graphify-out/cache/ast/v0.8.36,6462,.json
c390142e71ede258a84bea16d310baf1e12b6a0123c3cfdfc13fee03ec2d71fe.json,sistema/graphify-out/cache/ast/v0.8.36/c390142e71ede258a84bea16d310baf1e12b6a0123c3cfdfc13fee03ec2d71fe.json,sistema/graphify-out/cache/ast/v0.8.36,6462,.json
PlanejamentoMatematicaRaciocinioLogico_86a40d23.md,graphify-out/converted/PlanejamentoMatematicaRaciocinioLogico_86a40d23.md,graphify-out/converted,6439,.md
PlanejamentoMatematicaRaciocinioLogico_86a40d23.md,sistema/graphify-out/converted/PlanejamentoMatematicaRaciocinioLogico_86a40d23.md,sistema/graphify-out/converted,6439,.md
PlanejamentoMatematicaRaciocinioLogico_a6c5299c.md,sistema/graphify-out/converted/PlanejamentoMatematicaRaciocinioLogico_a6c5299c.md,sistema/graphify-out/converted,6439,.md
PlanejamentoMatematicaRaciocinioLogico_c090b7a7.md,sistema/graphify-out/converted/PlanejamentoMatematicaRaciocinioLogico_c090b7a7.md,sistema/graphify-out/converted,6439,.md
ATIVIDADE-EPISODIO-01_afca10ea.md,graphify-out/converted/ATIVIDADE-EPISODIO-01_afca10ea.md,graphify-out/converted,6358,.md
PROVA_PRATICA_UC1_TIC_93c034fe.md,graphify-out/converted/PROVA_PRATICA_UC1_TIC_93c034fe.md,graphify-out/converted,6344,.md
PROVA_PRATICA_UC1_TIC_93c034fe.md,sistema/graphify-out/converted/PROVA_PRATICA_UC1_TIC_93c034fe.md,sistema/graphify-out/converted,6325,.md
INSTRUÇÕES.md,sistema/PENDENCIAS-PROFESSOR/INSTRUÇÕES.md,sistema/PENDENCIAS-PROFESSOR,6301,.md
AULA-10-AVALIACOES.md,sistema/INTRODUCAO-TIC/AULAS/AULA-10-AVALIACOES.md,sistema/INTRODUCAO-TIC/AULAS,6300,.md
ementa_Exploracao_Carreiras_Industriais_Tecnologicas.md,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/ementa_Exploracao_Carreiras_Industriais_Tecnologicas.md,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS,6266,.md
AVALIACAO_PRATICA_COMUNICACAO_ORAL_ESCRITA_463d7698.md,graphify-out/converted/AVALIACAO_PRATICA_COMUNICACAO_ORAL_ESCRITA_463d7698.md,graphify-out/converted,6223,.md
661c2d5e2929910c0f769d29ac054aa99624e0f9e4b75577e5c6bbadbaf0917a.json,sistema/graphify-out/cache/ast/v0.8.36/661c2d5e2929910c0f769d29ac054aa99624e0f9e4b75577e5c6bbadbaf0917a.json,sistema/graphify-out/cache/ast/v0.8.36,6179,.json
